"id","AC","DE","GA","TP","ML"
"Prefoldin","PF02996.20","Prefoldin subunit","23.2; 23.2;","Coiled-coil",120
"Prefoldin_2","PF01920.23","Prefoldin subunit","27.6; 27.6;","Coiled-coil",106
"Prefoldin_3","PF13758.9","Prefoldin subunit","23.4; 23.4;","Coiled-coil",99
"PRELI","PF04707.17","PRELI-like family","27; 27;","Family",157
"Prenylcys_lyase","PF07156.17","Prenylcysteine lyase","27; 27;","Family",363
"Prenyltrans","PF00432.24","Prenyltransferase and squalene oxidase repeat","26.5; 6;","Repeat",44
"Prenyltransf","PF01255.22","Putative undecaprenyl diphosphate synthase","27; 27;","Family",221
"PRESAN","PF09687.13","Plasmodium RESA N-terminal","23.7; 23.7;","Domain",125
"Presenilin","PF01080.20","Presenilin","34.3; 34.3;","Family",417
"Preseq_ALAS","PF09029.13","5-aminolevulinate synthase presequence","21; 21;","Domain",114
"preSET_CXC","PF18264.4","CXC domain","23.3; 23.3;","Domain",32
"PRE_C2HC","PF07530.14","Associated with zinc fingers","22.1; 22.1;","Domain",68
"PRF","PF06875.14","Plethodontid receptivity factor PRF","22; 22;","Domain",214
"PrgH","PF09480.13","Type III secretion system protein PrgH-EprH (PrgH)","25.8; 25.8;","Family",372
"PrgI","PF12666.10","PrgI family protein","27; 27;","Family",91
"PrgU","PF09627.13","PrgU-like protein","25; 25;","Domain",106
"PRiA4_ORF3","PF07929.14","Plasmid pRiA4b ORF-3-like protein","26.6; 26.6;","Family",174
"PriA_3primeBD","PF17764.4","3'DNA-binding domain (3'BD)","22.7; 22.7;","Domain",96
"PriA_C","PF18074.4","Primosomal protein N C-terminal domain","26.9; 26.9;","Domain",94
"PriA_CRR","PF18319.4","PriA DNA helicase Cys-rich region (CRR) domain","26; 15.4;","Domain",27
"Pribosyltran","PF00156.30","Phosphoribosyl transferase domain","26.3; 26.3;","Domain",158
"Pribosyltran_N","PF13793.9","N-terminal domain of ribose phosphate pyrophosphokinase","25; 25;","Domain",116
"Pribosyl_synth","PF14572.9","Phosphoribosyl synthetase-associated domain","27; 27;","Domain",184
"PriC","PF07445.15","Primosomal replication protein priC","23.3; 23.3;","Family",174
"PriCT_1","PF08708.14","Primase C terminal 1 (PriCT-1)","21.1; 21.1;","Domain",67
"PriCT_2","PF08707.14","Primase C terminal 2 (PriCT-2)","22; 22;","Domain",77
"Prim-Pol","PF09250.14","Bifunctional DNA primase/polymerase, N-terminal","22.8; 22.8;","Domain",158
"PRIMA1","PF16101.8","Proline-rich membrane anchor 1","27.6; 27.6;","Family",122
"Prim_Zn_Ribbon","PF08273.15","Zinc-binding domain of primase-helicase","23; 23;","Domain",38
"Prion","PF00377.21","Prion/Doppel alpha-helical domain","25; 25;","Domain",117
"Prion_bPrPp","PF11587.11","Major prion protein bPrPp - N terminal","24; 24;","Family",30
"Prion_octapep","PF03991.15","Copper binding octapeptide repeat","12.6; 0.5;","Repeat",8
"Prismane","PF03063.23","Prismane/CO dehydrogenase family","27; 27;","Family",511
"PriX","PF18689.4","Primase X","25; 25;","Domain",95
"PRK","PF00485.21","Phosphoribulokinase / Uridine kinase family","22; 22;","Domain",196
"PrkA","PF06798.15","PrkA serine protein kinase C-terminal domain","25; 25;","Family",257
"PRKCSH","PF07915.16","Glucosidase II beta subunit-like protein","27; 27;","Family",81
"PRKCSH-like","PF12999.10","Glucosidase II beta subunit-like","34.9; 34.9;","Family",176
"PRKCSH_1","PF13015.9","Glucosidase II beta subunit-like protein","23; 23;","Family",154
"PRKG1_interact","PF15898.8","cGMP-dependent protein kinase interacting domain","32.4; 32.4;","Coiled-coil",102
"PrlF_antitoxin","PF15937.8","prlF antitoxin for toxin YhaV_toxin","32; 32;","Family",99
"PrmA","PF06325.16","Ribosomal protein L11 methyltransferase (PrmA)","22; 22;","Family",295
"PrmC_N","PF17827.4","PrmC N-terminal domain","23.4; 23.4;","Domain",71
"PRMT5","PF05185.19","PRMT5 arginine-N-methyltransferase","22.9; 22.9;","Domain",173
"PRMT5_C","PF17286.5","PRMT5 oligomerisation domain","30.3; 30.3;","Domain",177
"PRMT5_TIM","PF17285.5","PRMT5 TIM barrel domain","30.2; 30.2;","Domain",256
"pRN1_helical","PF13010.9","Primase helical domain","27; 27;","Domain",136
"PRNT","PF15174.9","Prion-related protein testis-specific","27; 27;","Family",51
"Pro-kuma_activ","PF09286.14","Pro-kumamolisin, activation domain","23.5; 23.5;","Domain",142
"Pro-MCH","PF05824.15","Pro-melanin-concentrating hormone (Pro-MCH)","24; 24;","Family",86
"Pro-NT_NN","PF07421.14","Neurotensin/neuromedin N precursor","25.3; 25.3;","Family",161
"Pro-rich","PF15240.9","Proline-rich protein","30; 30;","Disordered",180
"Pro-rich_19","PF15455.9","Proline-rich 19","27; 27;","Family",363
"PRO8NT","PF08082.14","PRO8NT (NUC069), PrP8 N-terminal domain","25; 25;","Domain",152
"PROCN","PF08083.14","PROCN (NUC071) domain","27; 27;","Domain",407
"PROCT","PF08084.14","PROCT (NUC072) domain","23.6; 23.6;","Domain",123
"PRODH","PF18327.4","Proline utilization A proline dehydrogenase N-terminal domain","26; 10;","Domain",48
"Profilin","PF00235.22","Profilin","25; 25;","Domain",127
"Prog_receptor","PF02161.18","Progesterone receptor","24.1; 24.1;","Family",564
"Proho_convert","PF12177.11","Prohormone convertase enzyme","25; 25;","Domain",39
"Prok-E2_A","PF14457.9","Prokaryotic E2 family A","25; 25;","Family",163
"Prok-E2_B","PF14461.9","Prokaryotic E2 family B","25.4; 25.4;","Family",135
"Prok-E2_C","PF14459.9","Prokaryotic E2 family C","25; 25;","Family",129
"Prok-E2_D","PF14460.9","Prokaryotic E2 family D","25; 25;","Family",171
"Prok-E2_E","PF14462.9","Prokaryotic E2 family E","25; 25;","Family",123
"Prok-JAB","PF14464.9","Prokaryotic homologs of the JAB domain","25; 25;","Family",117
"Prok-RING_1","PF14446.9","Prokaryotic RING finger family 1","29.1; 29.1;","Family",54
"Prok-RING_2","PF14445.9","Prokaryotic RING finger family 2","22.4; 22.4;","Family",56
"Prok-RING_4","PF14447.9","Prokaryotic RING finger family 4","27; 27;","Family",46
"Prok-TraM","PF09228.13","Prokaryotic Transcriptional repressor TraM","22.2; 22.2;","Domain",102
"Prokineticin","PF06607.14","Prokineticin","21.6; 21.6;","Family",97
"prok_STING","PF20300.1","Prokaryotic STING domain","27.1; 27.1;","Family",139
"Prok_Ub","PF14454.9","Prokaryotic Ubiquitin","25; 25;","Family",64
"PROL5-SMR","PF15621.9","Proline-rich submaxillary gland androgen-regulated family","25.3; 25.3;","Family",104
"Prolactin_RP","PF15172.9","Prolactin-releasing peptide","27; 27;","Family",45
"Prolamin_like","PF05617.14","Prolamin-like","22; 22;","Domain",67
"Promethin","PF16015.8","Promethin","27; 27;","Family",106
"Prominin","PF05478.14","Prominin","34.3; 34.3;","Family",799
"PRONE","PF03759.16","PRONE (Plant-specific Rop nucleotide exchanger)","27; 27;","Family",363
"Propeptide_C1","PF08127.16","Peptidase family C1 propeptide","32.7; 32.7;","Motif",40
"Propeptide_C25","PF08126.14","Propeptide_C25","22; 22;","Family",205
"Propep_M14","PF02244.19","Carboxypeptidase activation peptide","22.1; 22.1;","Domain",73
"Prophage_tail","PF06605.14","Prophage endopeptidase tail","31.3; 31.3;","Family",267
"Prophage_tailD1","PF18994.3","Prophage endopeptidase tail N-terminal domain","23.6; 23.6;","Domain",85
"ProQ","PF04352.16","ProQ/FINO family","27; 27;","Domain",110
"ProQ_C","PF17516.5","ProQ C-terminal domain","23.3; 23.3;","Domain",51
"PRORP","PF16953.8","Protein-only RNase P","39.1; 39.1;","Domain",242
"ProRS-C_1","PF09180.14","Prolyl-tRNA synthetase, C-terminal","31.5; 31.5;","Domain",70
"ProRS-C_2","PF09181.13","Prolyl-tRNA synthetase, C-terminal","25; 25;","Domain",66
"ProSAAS","PF07259.15","ProSAAS precursor","23; 23;","Family",269
"Prosystemin","PF07376.14","Prosystemin","25; 25;","Family",202
"Protamine_3","PF08188.14","Spermatozal protamine family","25; 25;","Family",48
"Protamine_like","PF06382.14","Protamine and protamine like","21.3; 21.3;","Family",146
"Protamine_P1","PF00260.23","Protamine P1","21; 21;","Family",49
"Protamine_P2","PF00841.22","Sperm histone P2","25; 25;","Family",89
"Proteasome","PF00227.29","Proteasome subunit","22.4; 22.4;","Domain",190
"Proteasome_A_N","PF10584.12","Proteasome subunit A N-terminal signature","27.7; 27.7;","Family",23
"Proteasom_PSMB","PF10508.12","Proteasome non-ATPase 26S subunit","23; 23;","Repeat",499
"Proteasom_Rpn13","PF04683.16","Proteasome complex subunit Rpn13 ubiquitin receptor","25; 25;","Domain",87
"Protein_K","PF12283.11","Bacteriophage protein K","25; 25;","Family",56
"protein_MS5","PF04776.15","Protein MS5","25; 25;","Family",120
"Prothymosin","PF03247.17","Prothymosin/parathymosin family","23.9; 23.9;","Family",112
"Protocadherin","PF08374.14","Protocadherin","26.3; 26.3;","Family",217
"Protoglobin","PF11563.11","Protoglobin","25; 25;","Domain",158
"Proton_antipo_C","PF01010.22","NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus","26.8; 26.8;","Family",243
"Proton_antipo_M","PF00361.23","Proton-conducting membrane transporter","21.5; 21.5;","Family",293
"Proton_antipo_N","PF00662.23","NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus","24.5; 24.5;","Family",51
"Prot_ATP_ID_OB","PF16450.8","Proteasomal ATPase OB C-terminal domain","23; 23;","Domain",56
"Prot_ATP_OB_N","PF17758.4","Proteasomal ATPase OB N-terminal domain","23.4; 23.4;","Domain",62
"Prot_inhib_II","PF02428.18","Potato type II proteinase inhibitor family","22.3; 22.3;","Domain",51
"Pro_3_hydrox_C","PF05373.14","L-proline 3-hydroxylase, C-terminal","25; 25;","Domain",101
"Pro_Al_protease","PF02983.17","Alpha-lytic protease prodomain","23.4; 23.4;","Domain",59
"Pro_CA","PF00484.22","Carbonic anhydrase","25.7; 25.7;","Domain",156
"Pro_CA_2","PF20393.1","Putative carbonic anhydrase","30; 30;","Domain",125
"Pro_dh","PF01619.21","Proline dehydrogenase","27; 27;","Family",282
"Pro_dh-DNA_bdg","PF14850.9","DNA-binding domain of Proline dehydrogenase","27; 27;","Domain",112
"Pro_isomerase","PF00160.24","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","21.7; 21.7;","Domain",158
"Pro_racemase","PF05544.14","Proline racemase","27; 27;","Family",325
"Pro_sub2","PF18513.4","Prodomain subtilisin 2","25; 25;","Domain",88
"Prp18","PF02840.18","Prp18 domain","32.5; 32.5;","Family",143
"Prp19","PF08606.14","Prp19/Pso4-like","22.7; 22.7;","Domain",68
"PRP1_N","PF06424.15","PRP1 splicing factor, N-terminal","22.4; 22.4;","Domain",144
"PRP21_like_P","PF12230.11","Pre-mRNA splicing factor PRP21 like protein","28.2; 28.2;","Family",217
"PRP3","PF08572.13","pre-mRNA processing factor 3 (PRP3)","31.4; 31.4;","Domain",222
"Prp31_C","PF09785.12","Prp31 C terminal domain","25.2; 25.2;","Family",124
"PRP38","PF03371.18","PRP38 family","22.4; 22.4;","Family",174
"PRP38_assoc","PF12871.10","Pre-mRNA-splicing factor 38-associated hydrophilic C-term","25; 25;","Domain",99
"PRP4","PF08799.14","pre-mRNA processing factor 4 (PRP4) like","25; 25;","Domain",29
"PRP8_domainIV","PF12134.11","PRP8 domain IV core","25; 25;","Domain",230
"PRP9_N","PF16958.8","Pre-mRNA-splicing factor PRP9 N-terminus","27; 27;","Domain",150
"PrpF","PF04303.16","PrpF protein","27; 27;","Family",384
"PrpR_N","PF06506.14","Propionate catabolism activator","29.1; 29.1;","Domain",167
"PRR18","PF15671.8","Proline-rich protein family 18","27; 27;","Family",266
"PRR20","PF15708.8","Proline-rich protein family 20","27; 27;","Family",221
"PRR22","PF15776.8","Proline-rich protein family 22","27; 27;","Family",366
"PRRSV_2b","PF07069.14","Porcine reproductive and respiratory syndrome virus 2b","25; 25;","Family",73
"PRRSV_Env","PF02340.18","PRRSV putative envelope protein","25; 25;","Family",234
"PrsW-protease","PF13367.9","PrsW family intramembrane metalloprotease","23.5; 23.5;","Family",196
"PRT6_C","PF18995.3","Proteolysis_6 C-terminal","26.2; 26.2;","Domain",456
"PRTase_1","PF11202.11","Phosphoribosyl transferase (PRTase)","28.7; 28.7;","Family",246
"PRTase_2","PF15609.9","Phosphoribosyl transferase","28.8; 28.8;","Family",190
"PRTase_3","PF15610.9","PRTase ComF-like","28.7; 28.7;","Family",264
"PRTP","PF01366.21","Herpesvirus processing and transport protein","24.6; 24.6;","Family",659
"PRTRC_E","PF19556.2","PRTRC system protein E","26; 26;","Family",175
"PRT_C","PF08372.13","Plant phosphoribosyltransferase C-terminal","28.1; 28.1;","Family",156
"PRY","PF13765.9","SPRY-associated domain","27.5; 27.5;","Family",49
"Pr_beta_C","PF12465.11","Proteasome beta subunits C terminal","25; 25;","Family",36
"PS-DH","PF14765.9","Polyketide synthase dehydratase","27; 27;","Domain",297
"PsaA_PsaB","PF00223.22","Photosystem I psaA/psaB protein","23.3; 23.3;","Family",717
"PsaD","PF02531.19","PsaD","22.4; 22.4;","Family",136
"PsaF","PF17550.5","Family of unknown function","25; 25;","Family",162
"PsaL","PF02605.18","Photosystem I reaction centre subunit XI","25; 25;","Family",150
"PsaM","PF07465.16","Photosystem I protein M (PsaM)","21.1; 21.1;","Family",29
"PsaN","PF05479.14","Photosystem I reaction centre subunit N (PSAN or PSI-N)","21; 21;","Family",132
"PsaX","PF08078.15","PsaX family","25; 25;","Family",35
"PSA_CBD","PF18341.4","PSA endolysin C-terminal cell wall binding domain","27; 27;","Domain",61
"Psb28","PF03912.17","Psb28 protein","25; 25;","Family",106
"PsbH","PF00737.23","Photosystem II 10 kDa phosphoprotein","24.6; 24.6;","Family",52
"PsbI","PF02532.17","Photosystem II reaction centre I protein (PSII 4.8 kDa protein)","27; 27;","Family",36
"PsbJ","PF01788.20","PsbJ","30; 30;","Family",39
"PsbK","PF02533.18","Photosystem II 4 kDa reaction centre component","25; 25;","Family",41
"PsbL","PF02419.20","PsbL protein","33; 33;","Family",37
"PsbM","PF05151.15","Photosystem II reaction centre M protein (PsbM)","24; 24;","Family",31
"PsbN","PF02468.18","Photosystem II reaction centre N protein (psbN)","25; 25;","Family",43
"PsbP","PF01789.19","PsbP","23.9; 23.9;","Domain",156
"PsbP_2","PF18933.3","PsbP-like protein","27; 27;","Domain",193
"PsbQ","PF05757.14","Oxygen evolving enhancer protein 3 (PsbQ)","26.9; 26.9;","Family",200
"PsbR","PF04725.15","Photosystem II 10 kDa polypeptide PsbR","22.5; 22.5;","Family",98
"PsbT","PF01405.20","Photosystem II reaction centre T protein","22.4; 22.4;","Family",29
"PsbU","PF06514.14","Photosystem II 12 kDa extrinsic protein (PsbU)","24.5; 24.5;","Family",93
"PsbW","PF07123.15","Photosystem II reaction centre W protein (PsbW)","25.4; 25.4;","Family",132
"PsbX","PF06596.14","Photosystem II reaction centre X protein (PsbX)","25; 25;","Family",38
"PsbY","PF06298.14","Photosystem II protein Y (PsbY)","24; 24;","Family",35
"PSCyt1","PF07635.14","Planctomycete cytochrome C","22; 22;","Family",59
"PSCyt2","PF07583.14","Protein of unknown function (DUF1549)","29.8; 29.8;","Family",209
"PSCyt3","PF07627.14","Protein of unknown function (DUF1588)","27; 27;","Family",98
"PSD1","PF07587.14","Protein of unknown function (DUF1553)","28.5; 28.5;","Family",244
"PSD2","PF07624.14","Protein of unknown function (DUF1585)","25.8; 25.8;","Family",74
"PSD3","PF07626.14","Protein of unknown function (DUF1587)","23; 23;","Family",65
"PSD4","PF07631.14","Protein of unknown function (DUF1592)","23.3; 23.3;","Family",128
"PSD5","PF07637.14","Protein of unknown function (DUF1595)","34.2; 34.2;","Family",62
"PSDC","PF12588.11","Phophatidylserine decarboxylase","23.4; 23.4;","Family",140
"PseudoU_synth_1","PF01416.23","tRNA pseudouridine synthase","23.3; 23.3;","Domain",108
"PseudoU_synth_2","PF00849.25","RNA pseudouridylate synthase","26.8; 26.8;","Family",160
"Psg1","PF14610.9","Ykl077w/Psg1 (Pma1 Stabilization in Golgi)","30.1; 30.1;","Family",194
"PSGP","PF07276.14","Apopolysialoglycoprotein (PSGP)","17.4; 17.4;","Repeat",13
"PSI","PF01437.28","Plexin repeat","23.1; 23.1;","Family",51
"PsiA","PF06952.14","PsiA protein","25.3; 25.3;","Family",237
"PsiB","PF06290.14","Plasmid SOS inhibition protein (PsiB)","25.2; 25.2;","Family",138
"PsiE","PF06146.15","Phosphate-starvation-inducible E family","23.9; 23.9;","Family",120
"PsiF_repeat","PF07769.17","psiF repeat","21; 21;","Repeat",34
"PSII","PF00421.22","Photosystem II protein","25; 25;","Family",511
"PSII_BNR","PF14870.9","Photosynthesis system II assembly factor YCF48","27; 26;","Repeat",304
"PSII_Pbs27","PF13326.9","Photosystem II Pbs27","25; 25;","Family",141
"PSII_Pbs31","PF18240.4","Photosystem II Psb31 protein","25; 25;","Domain",93
"PSII_Ycf12","PF05969.14","Photosystem II complex subunit Ycf12","24; 24;","Family",33
"PSI_8","PF00796.21","Photosystem I reaction centre subunit VIII","19.8; 19.8;","Family",25
"PSI_integrin","PF17205.6","Integrin plexin domain","27; 27;","Domain",46
"PSI_PsaE","PF02427.20","Photosystem I reaction centre subunit IV / PsaE","27; 27;","Domain",60
"PSI_PsaF","PF02507.18","Photosystem I reaction centre subunit III","27; 27;","Family",172
"PSI_PsaH","PF03244.17","Photosystem I reaction centre subunit VI","25; 25;","Family",139
"PSI_PsaJ","PF01701.21","Photosystem I reaction centre subunit IX / PsaJ","22.4; 22.4;","Family",37
"PSI_PSAK","PF01241.21","Photosystem I psaG / psaK","23.2; 23.2;","Family",70
"PSK","PF06404.15","Phytosulfokine precursor protein (PSK)","25; 25;","Family",90
"PSK_trans_fac","PF07704.14","Rv0623-like transcription factor","28.3; 28.3;","Domain",82
"PSMalpha","PF17063.8","Phenol-soluble modulin alpha peptide family","23; 23;","Family",21
"PSMbeta","PF05480.14","Phenol-soluble modulin beta protein","25; 25;","Family",43
"PSMdelta","PF19693.2","Phenol-soluble modulin delta protein","25; 25;","Family",22
"PSP","PF04046.19","PSP","19.6; 19.6;","Family",46
"PSP1","PF04468.15","PSP1 C-terminal conserved region","27; 27;","Family",86
"PSP94","PF05825.14","Beta-microseminoprotein (PSP-94)","22; 22;","Domain",94
"PspA_IM30","PF04012.15","PspA/IM30 family","33.9; 33.9;","Family",221
"PspB","PF06667.15","Phage shock protein B","25.6; 25.6;","Family",73
"PspC","PF04024.15","PspC domain","25; 25;","Domain",53
"PSRP-3_Ycf65","PF04839.16","Plastid and cyanobacterial ribosomal protein (PSRP-3 / Ycf65)","25; 25;","Family",48
"PSRT","PF07636.14","PSRT","20.2; 20.2;","Motif",32
"PSS","PF03034.18","Phosphatidyl serine synthase","25; 25;","Family",273
"Psu","PF07455.14","Phage polarity suppression protein (Psu)","21.2; 21.2;","Family",182
"PSY3","PF16836.8","Shu complex component Psy3, DNA-binding description","25; 25;","Domain",216
"PS_Dcarbxylase","PF02666.18","Phosphatidylserine decarboxylase","22; 22;","Family",200
"PS_pyruv_trans","PF04230.16","Polysaccharide pyruvyl transferase","25.3; 25.3;","Family",286
"PT","PF04886.15","PT repeat","26.2; 26.2;","Repeat",36
"PT-HINT","PF07591.14","Pretoxin HINT domain","27.7; 27.7;","Family",137
"PT-TG","PF14449.9","Pre-toxin TG","23.5; 23.5;","Family",69
"PT-VENN","PF04829.16","Pre-toxin domain with VENN motif","20.3; 20.3;","Family",52
"PTAC","PF06130.15","Phosphate propanoyltransferase","25; 25;","Domain",67
"ptaRNA1_toxin","PF12703.10","Toxin of toxin-antitoxin type 1 system","27; 27;","Family",73
"PTase_Orf2","PF11468.11","Aromatic prenyltransferase Orf2","22; 22;","Family",287
"PTA_PTB","PF01515.22","Phosphate acetyl/butaryl transferase","24; 24;","Family",319
"PTB","PF08416.16","Phosphotyrosine-binding domain","27; 27;","Domain",131
"PTCB-BRCT","PF12738.10","twin BRCT domain","22; 22;","Family",63
"PTCRA","PF15028.9","Pre-T-cell antigen receptor","23.1; 23.1;","Domain",127
"PTE","PF02126.21","Phosphotriesterase family","22.4; 22.4;","Domain",298
"PTEN_C2","PF10409.12","C2 domain of PTEN tumour-suppressor protein","27.1; 27.1;","Domain",135
"Pterin_4a","PF01329.22","Pterin 4 alpha carbinolamine dehydratase","26; 26;","Domain",92
"Pterin_bind","PF00809.25","Pterin binding enzyme","25.5; 25.5;","Domain",244
